,X,Y,Z(intensidade)
725,25,-14,-4.09275e-12
726,26,-14,-2.50112e-12
727,27,-14,-7.50339e-12
728,28,-14,-8.18551e-12
729,29,-14,-1.02319e-11
730,30,-14,-1.04592e-11
731,31,-14,-9.54975e-12
732,32,-14,-8.41288e-12
733,33,-14,-6.82124e-12
734,34,-14,-4.5475e-12
735,35,-14,-1.819e-12
736,36,-14,-2.27375e-13
737,37,-14,9.09502e-13
738,38,-14,1.819e-12
739,39,-14,3.41062e-12
740,40,-14,6.13912e-12
741,41,-14,1.0914e-11
742,42,-14,1.79626e-11
743,43,-14,2.93314e-11
744,44,-14,6.48019e-11
745,45,-14,2.66484e-10
746,46,-14,7.22142e-10
747,47,-14,1.2999e-09
748,48,-14,1.68439e-09
749,49,-14,1.75624e-09
750,49,-15,1.75852e-09
751,48,-15,1.75601e-09
752,47,-15,1.75374e-09
753,46,-15,1.74123e-09
754,45,-15,1.65574e-09
755,44,-15,1.18258e-09
756,43,-15,6.39833e-10
757,42,-15,2.32377e-10
758,41,-15,7.34421e-11
759,40,-15,2.68302e-11
760,39,-15,1.43246e-11
761,38,-15,7.27601e-12
762,37,-15,3.41062e-12
763,36,-15,0.0
764,35,-15,-6.82124e-13
765,34,-15,-1.59162e-12
766,33,-15,-2.50112e-12
767,32,-15,-5.457e-12
768,31,-15,-1.00045e-11
769,30,-15,-1.34151e-11
770,29,-15,-1.50068e-11
771,28,-15,-1.6371e-11
772,27,-15,-1.88721e-11
773,26,-15,-1.88721e-11
774,25,-15,-1.84174e-11
775,24,-15,-1.70531e-11
776,23,-15,-1.25056e-11
777,22,-15,-1.13687e-11
778,21,-15,-1.22782e-11
779,20,-15,-1.31877e-11
780,19,-15,-1.43246e-11
781,18,-15,-1.65984e-11
782,17,-15,-1.75079e-11
783,16,-15,-1.6371e-11
784,15,-15,-1.56889e-11
785,14,-15,-1.54615e-11
786,13,-15,-1.56889e-11
787,12,-15,-1.40972e-11
788,11,-15,-1.22782e-11
789,10,-15,-1.0914e-11
790,9,-15,-1.11414e-11
791,8,-15,-1.29604e-11
792,7,-15,-1.61436e-11
793,6,-15,-1.77353e-11
794,5,-15,-1.72805e-11
795,4,-15,-1.70531e-11
796,3,-15,-1.819e-11
797,2,-15,-2.27375e-11
798,1,-15,-2.45565e-11
799,0,-15,-2.06911e-11
800,0,-16,-2.22827e-11
801,1,-16,-2.97862e-11
802,2,-16,-2.91041e-11
803,3,-16,-2.59207e-11
804,4,-16,-2.79671e-11
805,5,-16,-2.50112e-11
806,6,-16,-2.0009e-11
807,7,-16,-1.86448e-11
808,8,-16,-2.04637e-11
809,9,-16,-2.11459e-11
810,10,-16,-1.819e-11
811,11,-16,-1.20509e-11
812,12,-16,-1.04592e-11
813,13,-16,-8.86763e-12
814,14,-16,-1.00045e-11
815,15,-16,-1.40972e-11
816,16,-16,-1.59163e-11
817,17,-16,-1.72805e-11
818,18,-16,-1.75079e-11
819,19,-16,-1.79626e-11
820,20,-16,-1.70531e-11
821,21,-16,-1.68258e-11
822,22,-16,-1.59163e-11
823,23,-16,-1.38698e-11
824,24,-16,-1.34151e-11
825,25,-16,-1.36425e-11
826,26,-16,-1.56889e-11
827,27,-16,-1.88721e-11
828,28,-16,-2.04637e-11
829,29,-16,-2.0009e-11
830,30,-16,-2.0009e-11
831,31,-16,-1.88721e-11
832,32,-16,-1.75079e-11
833,33,-16,-1.52341e-11
834,34,-16,-9.54975e-12
835,35,-16,-4.32013e-12
836,36,-16,-2.27375e-13
837,37,-16,2.27375e-13
838,38,-16,4.54751e-13
839,39,-16,1.13688e-12
840,40,-16,2.7285e-12
841,41,-16,7.27601e-12
842,42,-16,1.29604e-11
843,43,-16,2.56933e-11
844,44,-16,6.38924e-11
845,45,-16,2.73078e-10
846,46,-16,7.20778e-10
847,47,-16,1.29649e-09
848,48,-16,1.68689e-09
849,49,-16,1.75783e-09
850,49,-17,1.78421e-09
851,48,-17,1.78716e-09
852,47,-17,1.78967e-09
853,46,-17,1.76693e-09
854,45,-17,1.71509e-09
855,44,-17,1.46202e-09
856,43,-17,9.13818e-10
857,42,-17,3.83354e-10
858,41,-17,1.10959e-10
859,40,-17,3.77443e-11
860,39,-17,1.97816e-11
861,38,-17,9.77712e-12
862,37,-17,6.13912e-12
863,36,-17,3.63801e-12
864,35,-17,3.18325e-12
865,34,-17,4.09275e-12
866,33,-17,2.27375e-12
867,32,-17,-6.82124e-13
868,31,-17,-9.32238e-12
869,30,-17,-1.40972e-11
870,29,-17,-1.75079e-11
871,28,-17,-2.0009e-11
872,27,-17,-2.11459e-11
873,26,-17,-2.20554e-11
874,25,-17,-2.1828e-11
875,24,-17,-2.13732e-11
876,23,-17,-1.97816e-11
877,22,-17,-1.68258e-11
878,21,-17,-1.31877e-11
879,20,-17,-1.31877e-11
880,19,-17,-1.43246e-11
881,18,-17,-1.56889e-11
882,17,-17,-1.77353e-11
883,16,-17,-2.06911e-11
884,15,-17,-2.0009e-11
885,14,-17,-1.819e-11
886,13,-17,-1.75079e-11
887,12,-17,-1.68258e-11
888,11,-17,-1.31877e-11
889,10,-17,-8.18551e-12
890,9,-17,-7.73076e-12
891,8,-17,-9.32238e-12
892,7,-17,-1.59163e-11
893,6,-17,-2.47838e-11
894,5,-17,-2.38743e-11
895,4,-17,-2.25101e-11
896,3,-17,-2.25101e-11
897,2,-17,-2.75123e-11
898,1,-17,-3.36515e-11
899,0,-17,-2.81944e-11
900,0,-18,-3.22873e-11
901,1,-18,-2.95588e-11
902,2,-18,-2.95588e-11
903,3,-18,-3.04683e-11
904,4,-18,-3.638e-11
905,5,-18,-3.00135e-11
906,6,-18,-2.75123e-11
907,7,-18,-2.95588e-11
908,8,-18,-3.25147e-11
